fold,accuracy,loss,mean_accuracy,std_accuracy,mean_loss,std_loss
1,0.5133689641952515,0.9667588472366333,0.5461272954940796,0.03610365953988038,0.9552020907402039,0.02966924481731217
2,0.5882353186607361,0.9091845750808716,0.5461272954940796,0.03610365953988038,0.9552020907402039,0.02966924481731217
3,0.5268816947937012,0.9324923157691956,0.5461272954940796,0.03610365953988038,0.9552020907402039,0.02966924481731217
4,0.5913978219032288,0.9840883612632751,0.5461272954940796,0.03610365953988038,0.9552020907402039,0.02966924481731217
5,0.5107526779174805,0.9834863543510437,0.5461272954940796,0.03610365953988038,0.9552020907402039,0.02966924481731217
